単語番号,日,種類,ファイル名,長さ(秒),開始(フレーム),終了(フレーム)
426,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,3.2,1641984,1781760
427,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,0.7,1836032,1868288
427,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.7,1891328,1920000
427,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,2.9,1950208,2079744
428,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.0,2104832,2150400
428,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.8,2168832,2204160
428,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,2.4,2236928,2344448
429,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.0,2392064,2437632
429,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.9,2452480,2492416
429,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,1.9,2519040,2603008
430,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.3,2634240,2691584
430,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.8,2705920,2740736
430,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,2.6,2777088,2889728
431,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.0,2926592,2972672
431,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.8,2985984,3021312
431,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,2.6,3058688,3172352
432,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.2,3207168,3259904
432,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.9,3268608,3308032
432,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,1.6,3339264,3408384
433,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.3,125952,182272
433,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,1.0,198144,242176
433,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.8,263168,387072
434,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.1,469504,517632
434,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.6,541696,568832
434,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.5,588800,700928
435,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.3,744448,800256
435,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.7,812032,844800
435,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.8,887296,1009664
436,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.1,1052672,1101312
436,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.8,1119232,1152512
436,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.3,1157120,1258496
437,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.2,1311744,1363456
437,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.9,1389056,1427456
437,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.5,1460224,1571328
438,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.1,1625088,1671680
438,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.9,1703424,1742336
438,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,3.3,1785344,1930240
439,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.1,1978368,2024960
439,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.8,2044928,2079744
439,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.4,2099712,2206208
440,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.0,2243584,2289664
440,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.7,2305024,2337792
440,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.3,2363392,2463232
441,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.2,2513408,2564608
441,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.9,2584576,2623488
441,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.8,2650624,2773504
442,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.1,2837504,2884608
442,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,1.3,2899456,2955776
442,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.3,2992640,3094016
443,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.2,3135488,3187200
443,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.9,3196928,3237376
443,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,2.4,3263488,3368448
444,37,中国語,086_Kikutan_Chinese_Nyumon.mp3,1.0,3400192,3446272
444,37,日本語,086_Kikutan_Chinese_Nyumon.mp3,0.8,3455488,3489280
444,37,例文1,086_Kikutan_Chinese_Nyumon.mp3,3.1,3505152,3639808
445,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,0.7,109056,140800
445,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.5,159744,182272
445,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.6,211456,326144
446,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.2,357376,409088
446,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.8,424960,458240
446,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.4,478208,585728
447,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.1,622080,668672
447,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.5,683008,706048
447,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.1,726528,817664
448,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.1,853504,900096
448,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.7,925696,954880
448,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.7,974848,1095168
449,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.0,1135104,1180672
449,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.9,1196032,1234432
449,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,3.1,1250304,1384960
450,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.2,1426944,1478656
450,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,1.2,1498624,1550336
450,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.6,1581056,1694208
451,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,0.7,1741312,1772032
451,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.5,1792512,1814528
451,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,1.4,1840640,1903616
452,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,0.8,1938944,1974272
452,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.7,1984000,2013184
452,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.4,2032640,2140160
453,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.3,2171392,2227200
453,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.8,2250240,2286080
453,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.0,2315264,2404352
454,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.0,2451968,2494976
454,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.5,2502656,2526208
454,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.5,2552320,2664448
455,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.0,2689024,2735104
455,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.8,2744832,2779136
455,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,2.9,2793472,2922496
456,38,中国語,087_Kikutan_Chinese_Nyumon.mp3,1.0,2948608,2994688
456,38,日本語,087_Kikutan_Chinese_Nyumon.mp3,0.6,3015680,3043840
456,38,例文1,087_Kikutan_Chinese_Nyumon.mp3,3.3,3058176,3203584
457,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.7,110080,139776
457,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.7,159744,188928
457,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,2.2,211456,308224
458,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.8,346112,381952
458,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.8,396288,430080
458,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,1.5,440320,507904
459,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.8,545280,580096
459,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.5,602624,624128
459,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,2.8,644096,766976
460,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.8,809472,844288
460,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.7,864768,894464
460,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,1.9,913920,998400
460,39,例文2,088_Kikutan_Chinese_Nyumon.mp3,1.9,1024512,1107968
461,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.7,1150976,1180672
461,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.7,1202176,1231872
461,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,1.5,1262080,1329152
461,39,例文2,088_Kikutan_Chinese_Nyumon.mp3,1.4,1360384,1423360
462,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.7,1443840,1472512
462,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.7,1483776,1516032
462,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,2.6,1531392,1644032
463,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.9,1673216,1714688
463,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,1.1,1738240,1787392
463,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,1.5,1807872,1875968
464,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.8,1917952,1952256
464,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.7,1973760,2006016
464,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,1.3,2036736,2095616
465,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.5,2126848,2150912
465,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.7,2171392,2203648
465,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,3.1,2226688,2361344
466,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.7,2402816,2432512
466,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.6,2452992,2481152
466,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,2.4,2512384,2620416
466,39,例文2,088_Kikutan_Chinese_Nyumon.mp3,1.6,2655744,2724864
467,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.7,2766848,2796032
467,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.6,2818560,2845696
467,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,1.7,2870784,2945536
468,39,中国語,088_Kikutan_Chinese_Nyumon.mp3,0.7,2986496,3016704
468,39,日本語,088_Kikutan_Chinese_Nyumon.mp3,0.5,3031552,3055104
468,39,例文1,088_Kikutan_Chinese_Nyumon.mp3,2.0,3075072,3165184
469,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.6,98816,124928
469,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.7,138240,169472
469,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.6,187392,301056
470,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.8,329216,365568
470,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.8,379392,413696
470,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.4,434688,542208
471,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.7,589312,619008
471,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.7,640512,672768
471,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.2,699392,794624
472,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.9,821248,861696
472,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.6,888320,916480
472,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.9,943104,1070592
473,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.8,1096704,1131008
473,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.9,1141760,1180672
473,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.0,1195008,1282048
473,40,例文2,089_Kikutan_Chinese_Nyumon.mp3,2.8,1323008,1445888
474,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.7,1498624,1527296
474,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.9,1559552,1600000
474,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.4,1636864,1743360
475,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.9,1790976,1831424
475,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.7,1858560,1890816
475,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.8,1924096,2045440
476,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.9,2088448,2128384
476,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.9,2155008,2195456
476,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,1.8,2226688,2305024
477,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,1.2,2358784,2410496
477,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,1.0,2441216,2487296
477,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.5,2518016,2630144
478,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,1.3,2679296,2735104
478,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.9,2771968,2812928
478,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,1.6,2848768,2919424
479,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.9,2981376,3021824
479,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,1.2,3047936,3100160
479,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,1.0,3125248,3171328
480,40,中国語,089_Kikutan_Chinese_Nyumon.mp3,0.7,3223552,3253248
480,40,日本語,089_Kikutan_Chinese_Nyumon.mp3,0.8,3279360,3313152
480,40,例文1,089_Kikutan_Chinese_Nyumon.mp3,2.3,3351552,3451392
481,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.9,109056,150016
481,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.5,171008,194048
481,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.6,219648,336384
482,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.7,390656,420352
482,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.9,436736,475648
482,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,1.9,500736,585216
483,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.8,633344,668672
483,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.9,684032,723456
483,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,1.8,759808,838656
483,41,例文2,090_Kikutan_Chinese_Nyumon.mp3,1.6,878080,949248
484,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.8,996864,1032704
484,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.9,1053184,1091072
484,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.7,1118720,1235968
485,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.7,1288704,1319424
485,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.6,1350656,1378816
485,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.4,1410560,1516544
486,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.8,1564672,1602048
486,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.6,1632768,1660416
486,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.1,1691136,1781760
487,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,0.8,1845760,1881088
487,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.7,1906688,1935872
487,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.7,1977856,2095616
488,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,1.0,2138112,2184192
488,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.9,2220544,2260992
488,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,1.5,2292224,2359808
489,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,1.0,2408960,2454528
489,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,1.2,2479616,2531328
489,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.0,2563584,2653184
490,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,1.3,2683392,2741248
490,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,1.1,2756096,2806784
490,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,1.3,2843648,2903040
491,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,1.1,2931712,2978304
491,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.9,3014656,3054592
491,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.5,3080192,3192320
492,41,中国語,090_Kikutan_Chinese_Nyumon.mp3,1.3,3234816,3292160
492,41,日本語,090_Kikutan_Chinese_Nyumon.mp3,0.9,3306496,3345408
492,41,例文1,090_Kikutan_Chinese_Nyumon.mp3,2.7,3367424,3485184
493,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,1.3,115200,172032
493,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,1.2,192000,244224
493,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,4.2,258560,445952
494,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,1.1,501248,551936
494,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.9,573952,613376
494,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.4,638464,744960
495,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.8,787456,823296
495,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,1.0,831488,876544
495,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,1.5,898048,964608
496,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.8,1012736,1049088
496,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.9,1074176,1114112
496,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.1,1140224,1234944
497,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.8,1277952,1313280
497,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.8,1333248,1367552
497,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,1.3,1393664,1451008
498,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.8,1493504,1528832
498,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.7,1559552,1588736
498,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.1,1603072,1695744
499,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.7,1735168,1764864
499,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.5,1790976,1815040
499,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.2,1841152,1936384
499,42,例文2,091_Kikutan_Chinese_Nyumon.mp3,1.8,1972736,2051072
500,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.8,2088960,2123776
500,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.5,2143232,2167296
500,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.0,2187264,2277376
501,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,1.0,2308608,2354176
501,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.5,2369536,2393600
501,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.4,2418688,2526208
502,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,1.1,2556416,2603520
502,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,0.7,2624000,2652672
502,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,1.5,2689024,2757120
503,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,0.9,2804736,2845696
503,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,1.1,2860544,2911232
503,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.5,2926080,3037696
504,42,中国語,091_Kikutan_Chinese_Nyumon.mp3,1.0,3081216,3126784
504,42,日本語,091_Kikutan_Chinese_Nyumon.mp3,1.0,3152384,3196416
504,42,例文1,091_Kikutan_Chinese_Nyumon.mp3,2.1,3229184,3320832
505,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.8,115200,152064
505,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.5,170496,194048
505,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.8,209408,332288
506,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.9,352256,393216
506,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.5,407552,430592
506,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.3,451072,552960
507,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,1.0,601088,645120
507,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.6,660992,686592
507,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.2,710144,805376
508,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.9,848384,888320
508,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.8,908800,942592
508,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.5,978432,1086976
509,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.9,1129472,1169920
509,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.6,1184256,1208832
509,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,3.1,1233920,1368576
510,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.8,1417216,1450496
510,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.7,1471488,1500160
510,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.3,1515008,1615872
511,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.8,1659904,1693184
511,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.5,1709568,1731072
511,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,1.6,1745920,1814528
512,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.9,1841664,1880064
512,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.5,1902592,1924608
512,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.5,1950720,2062848
513,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.6,2100736,2128896
513,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.5,2149376,2172416
513,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.4,2204672,2369536
514,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,1.1,2398208,2448896
514,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.7,2463232,2492416
514,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.4,2512384,2619904
515,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,0.9,2667008,2707968
515,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.9,2716672,2755072
515,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.3,2794496,2893824
516,43,中国語,092_Kikutan_Chinese_Nyumon.mp3,1.2,2954240,3005440
516,43,日本語,092_Kikutan_Chinese_Nyumon.mp3,0.6,3021824,3049472
516,43,例文1,092_Kikutan_Chinese_Nyumon.mp3,2.7,3074560,3192832
517,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.8,120832,156160
517,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.9,186880,225280
517,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.4,274432,380928
518,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,1.5,417792,484864
518,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.7,501760,534528
518,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.4,561664,668672
519,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.8,711168,747520
519,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.7,771072,799744
519,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.2,825856,921088
520,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.8,963584,998912
520,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.7,1025536,1058304
520,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.6,1085440,1202176
521,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.6,1235456,1262080
521,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,1.0,1272832,1317888
521,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.5,1327616,1439232
522,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.9,1477120,1517568
522,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.7,1532416,1563136
522,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.2,1587200,1682432
523,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,1.2,1706496,1759232
523,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,1.0,1771008,1813504
523,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.6,1823744,1940480
524,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,1.1,1967104,2013696
524,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.9,2017280,2056704
524,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.5,2094080,2205696
525,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,1.2,2253824,2305024
525,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.6,2315776,2343936
525,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,1.8,2380800,2459136
526,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.8,2496512,2529792
526,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.6,2551808,2577920
526,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,1.7,2598912,2674176
527,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.9,2711552,2752000
527,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.6,2766848,2792960
527,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,2.5,2816000,2928128
528,44,中国語,093_Kikutan_Chinese_Nyumon.mp3,0.8,2959360,2994176
528,44,日本語,093_Kikutan_Chinese_Nyumon.mp3,0.5,3017216,3037696
528,44,例文1,093_Kikutan_Chinese_Nyumon.mp3,1.8,3064832,3143168
529,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.3,148480,205312
529,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.8,230912,265216
529,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.4,291328,397312
530,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.2,429568,480768
530,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.8,491520,528384
530,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.2,550400,646144
531,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.2,693760,748032
531,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.8,766464,799744
531,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.7,822272,943104
532,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.1,991232,1037824
532,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.9,1058816,1097728
532,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,2.0,1123328,1212928
533,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,1.2,1250304,1302528
533,45,日本語,094_Kikutan_Chinese_Nyumon.mp3,0.8,1328640,1362432
533,45,例文1,094_Kikutan_Chinese_Nyumon.mp3,1.9,1394176,1477632
534,45,中国語,094_Kikutan_Chinese_Nyumon.mp3,0.7,1520640,1549824
